,Job Title,Company,Job Brief,Deadline Date,Deadline Time,Job Description
38,Staff Accountant,Kroll,"In a world of disruption and increasingly complex business challenges, our professionals bring truth into focus with the Kroll Lens. Our sharp analytical skills, paired with the latest technology, allow us to give our clients clarity—not just answers—in all areas of business.",31/07/2024,1559,"In a world of disruption and increasingly complex business challenges, our professionals bring truth into focus with the Kroll Lens. Our sharp analytical skills, paired with the latest technology, allow us to give our clients clarity—not just answers—in all areas of business. We embrace diverse backgrounds and global perspectives, and we cultivate diversity by respecting, including, and valuing one another. As part of One team, One Kroll, you’ll contribute to a supportive and collaborative work environment that empowers you to excel.At Kroll, your work will help deliver clarity to our clients’ most complex governance, risk, and transparency challenges. Apply now to join One team, One Kroll. RESPONSIBILITIES:Assist in statutory reporting/ filing of our APAC to ensure the financial reports are prepared in an accurate and timely manner and in compliance with the Corporate Accounting Policy and local GAAP.Prepare and post journal entries for month-end closing processPrepare account reconciliations and assist in month-end reportsAssist in statutory audits and quarterly tax filingsAssist with account payable functions including payments preparations and liaison with bankers, vendors, and staffs (for staff expense reimbursements)Assist with cash requirements and cash flow projections.Ad hoc reporting and tasks.REQUIREMENTS:University degree in Accounting/FinanceRelevant internship experience in commercial accounting field, preferably with background from consulting/service companiesExcellent communication and interpersonal skills; fluency in English and Cantonese.Proficient in Microsoft Office (Excel, Words, PowerPoint)Detail-oriented and able to work under tight deadlinesAble to work independently and multitaskProven problem-solving skills when faced with unique and new challengesImmediate available or short notice preferableExcellent written and verbal communication skills that help represent diverse communities.Experience working with diverse teamsThis is a 6 months contract as a start, to be renewed subject to operation needs.In order to be considered for a position, you must formally apply via careers.kroll.com.Kroll is committed to equal opportunity and diversity, and recruits people based on merit."
39,Assistant Graduate Engineer -Installation/Test & Commissioning/Design,Alstom,Follow up programs and projects with MTR and internal stakeholders. Coordinate and liaise with the sub-contractors and the clients. Take part in the execution of application drawing design activities of signaling projects.,24/02/2024,1800,"The ProgrammeWe are looking for various positions including (Assistant) Graduate Engineer - Installation/ Test & Commissioning / Design based in Hong Kong to join our dynamic team.   We deliver multiple signaling projects to our customer MTR with dedication to sustainable and smart mobility in the field of design, engineering, installation and test & commissioning.   If you are keen to develop your career in a global organization, this opportunity is ahead of you.   We offer an international mobility opportunity for experienced talents.What You Will DoFollow up programs and projects with MTR and internal stakeholders. Coordinate and liaise with the sub-contractors and the clients. Take part in the execution of application drawing design activities of signaling projects. Responsible for preparing method statement, site inspection, site supervision of installation. Prepare and execute test and commissioning activities for railways. Make sure the EHS requirements and special processes are clearly included in the WMS.Required Skills and AbilitiesDegree holder or above, preferably in Electrical Engineering/ Electronic Engineering/ Transportation/ Mechanical Engineering/ Embedded Systems Engineering disciplines. Previous Internship or less than 1 year of working experience. Available to work at night (Night shift allowance is provided) and occasionally during the weekend. Good understanding and interpretation of mechanical plans. Good understanding and interpretation of electrical drawings. Quality-focus, rigorous, team-player. Decision-making and problem-solving ability. Good command in written and spoken English and Chinese.Why you should consider this opportunity: If you are looking for a company with a strong purpose and the ambition to play a role in climate change by leading the way to greener and smarter mobility, if you are ambitious and would like to embark on a challenging, global journey, and if you have a certain sense of entrepreneurship: come and leave your mark on the world, with us!  About Us:  Leading societies to a low carbon future, Alstom develops and markets mobility solutions that provide the sustainable foundations for the future of transportation.   Our product portfolio ranges from high-speed trains, metros, monorail, and trams to integrated systems, customized services, infrastructure, signaling and digital mobility solutions.   Joining us means joining a caring, responsible, and innovative company where more than 70,000 people lead the way to greener and smarter mobility worldwide. "
40,Assistant Design Engineer,Alstom,"Ensure the application and adherence to the reference application drawing design methods &amp; tools, requesting in cooperation with the Project Signaling Design Manager (will be your direct manager) &amp; Project Engineering Manager deviations whenever appropriate.",24/02/2024,1800,"The ProgrammeWe are looking for (Assistant) Design Engineer based in Hong Kong to join our dynamic team.   We deliver multiple signaling projects to our customer MTR with dedication to sustainable and smart mobility in the field of design, engineering, installation and test & commissioning.   If you are keen to develop your career in a global organization, this opportunity is ahead of you.   We offer an international mobility opportunity for experienced talents.  Overall purpose of the role:  To take part to the execution of application drawing design activities of a Signaling project, adopt the Alstom application design process for drawings and ensure the delivery accordingly to the project's technical requirements, schedule and quality commitments.You will be responsible for: Deliver design signaling scheme plan layouts, signaling circuit drawings, track circuit bonding plan, Control Tables, safe HMI layouts, signaling logic application data, hardware configuration drawings, cable schematics/core plans, Signaling Equipment Rooms layout, diagnostic application data. Ensure the application and adherence to the reference application drawing design methods & tools, requesting in cooperation with the Project Signaling Design Manager (will be your direct manager) & Project Engineering Manager deviations whenever appropriate. Participate actively in the application drawing design review meetings and provide activity progress reports. Organize and produce documental, software and hardware design deliveries accordingly to the project templates and needs Support actively the Application Design Leader and Project V&V manager in design issues debugging. Analyze and manage design change requests and participate actively to the definition of the HW &/or SW package to be delivered to the V&V, installation and Testing & Commissioning teams Ensure independence of the design activity from the verification activity. Preparation and production of railway signaling designs, specifications, reports and working/as-built drawings ensuring compliance with all contractual and statutory requirements within agreed timescales and performance parameters.Required Skills and AbilitiesBachelor's Degree or Professional License in Software/ Electrical/ Electronic/ Automation Engineering. Knowledge of MicroStation, AUTOCAD, programming language. Possessing knowledge of Network Design, as well as configuring and testing networks in a simulated environment would be an advantage. 2-4 years experience in Signaling System application design or relevant positions (systems / sub-system application design) in a highly complex and normative environment (railway signaling, aerospace, defense). Candidate with experience in other Railway Discipline, such as electrical and power supply system design, LV Engineering etc. and working knowledge of relevant standards (EMSD code of practice for the electricity (wiring) regulations) will also be considered. Less experienced candidates (or fresh graduates) will be considered for Assistant Design Engineer. Problem setting and problem solving. Good communication in English & Cantonese.You don’t need to be a train enthusiast to thrive with us. We guarantee that when you step onto one of our trains with your friends or family, you’ll be proud. If you’re up for the challenge, we’d love to hear from you! About Us:  Leading societies to a low carbon future, Alstom develops and markets mobility solutions that provide the sustainable foundations for the future of transportation.   Our product portfolio ranges from high-speed trains, metros, monorail, and trams to integrated systems, customized services, infrastructure, signaling and digital mobility solutions.   Joining us means joining a caring, responsible, and innovative company where more than 70,000 people lead the way to greener and smarter mobility worldwide. "
41,Assistant Graduate Engineer -Installation/Test & Commissioning/Design- Transport,Alstom,Follow up programs and projects with MTR and internal stakeholders. Coordinate and liaise with the sub-contractors and the clients. Take part in the execution of application drawing design activities of signaling projects.,24/02/2024,1800,"The ProgrammeWe are looking for various positions including (Assistant) Graduate Engineer - Installation/ Test & Commissioning / Design based in Hong Kong to join our dynamic team.   We deliver multiple signaling projects to our customer MTR with dedication to sustainable and smart mobility in the field of design, engineering, installation and test & commissioning.   If you are keen to develop your career in a global organization, this opportunity is ahead of you.   We offer an international mobility opportunity for experienced talents.What You Will DoFollow up programs and projects with MTR and internal stakeholders. Coordinate and liaise with the sub-contractors and the clients. Take part in the execution of application drawing design activities of signaling projects. Responsible for preparing method statement, site inspection, site supervision of installation. Prepare and execute test and commissioning activities for railways. Make sure the EHS requirements and special processes are clearly included in the WMS.Required Skills and AbilitiesDegree holder or above, preferably in Electrical Engineering/ Electronic Engineering/ Transportation/ Mechanical Engineering/ Embedded Systems Engineering disciplines. Previous Internship or less than 1 year of working experience. Available to work at night (Night shift allowance is provided) and occasionally during the weekend. Good understanding and interpretation of mechanical plans. Good understanding and interpretation of electrical drawings. Quality-focus, rigorous, team-player. Decision-making and problem-solving ability. Good command in written and spoken English and Chinese.Why you should consider this opportunity: If you are looking for a company with a strong purpose and the ambition to play a role in climate change by leading the way to greener and smarter mobility, if you are ambitious and would like to embark on a challenging, global journey, and if you have a certain sense of entrepreneurship: come and leave your mark on the world, with us!  About Us:  Leading societies to a low carbon future, Alstom develops and markets mobility solutions that provide the sustainable foundations for the future of transportation.   Our product portfolio ranges from high-speed trains, metros, monorail, and trams to integrated systems, customized services, infrastructure, signaling and digital mobility solutions.   Joining us means joining a caring, responsible, and innovative company where more than 70,000 people lead the way to greener and smarter mobility worldwide. "
42,FDM's all-female coding bootcamp is back!,FDM Group Hong Kong,"Calling all tech-savvy girls in Hong Kong. FDM's all-female coding bootcamp is back! It's time to dive into the world of coding. If you're a female graduate or in your final year, here's your chance to get a firsthand taste of the tech industry.",14/03/2024,1559,"Calling all tech-savvy girls in Hong Kong. FDM's all-female coding bootcamp is back! It's time to dive into the world of coding. If you're a female graduate or in your final year, here's your chance to get a firsthand taste of the tech industry. 🕹️ Unleash your tech wizardry, design your very own game 📃 Earn certifications to power up your CV & LinkedIn 🎮 Transform your love for tech into an exciting career journey Save the date 📅 and get ready to break through: https://bit.ly/48VWVZ0   📅 Thursday, 14th March, 10 am – 4 pm See you there! 🚀 "
43,Wealth Asset Management （personal / corporate),WealthAxis Family Office,"Welcome graduate students, IANG",31/03/2024,1559,"Key areas of accountability for this role are:To assist clients combined with your entrepreneurial spirit allows you to work with them to provide ultimate servicesTo provide professional financial analysis & comprehensive planning strategies to wealthiest clients including risk management and retirement solutions;To analyze investment opportunities & client needs with recommend tailored financial solution/services to clients according to their needs;To market our selected funds, medical protection schemes and investment plan to individual or corporate clients;To develop and maintain close relationship with clients and review their financial portfolios periodically Qualifications:Degree holder in Business, Finance, Economics or related disciplines;Strong communication, interpersonal skills & client relationship management;Mature, self motivated, energetic, outgoing and aggressive in driving business individuals;Fluent in Putonghua and background in mainland will be an asset;"
44,Business Analyst (APAC),odoo,"We are looking for Business Analysts to join our team who will be responsible for ERP implementation projects. As a Business Analyst, you will be the single point of contact for customers/clients, leading a project from beginning to end.",28/02/2024,1559,"We are looking for Business Analysts to join our team who will be responsible for ERP implementation projects. As a Business Analyst, you will be the single point of contact for customers/clients, leading a project from beginning to end. Your role will involve but not limited to:Gather and analyse customer requirementsProvide customers with the best solutions to their problemImplement Odoo based on requirements gatheredProvide customer with functional assistance as well as trainingResponding to Support Tickets and providing solutionsPossibility of travelling to clients' offices in the APAC region to provide on-site trainingRESPONSIBILITIESBusiness AnalysisProject ManagementCustomer SupportCHALLENGESA lot to learnMaster a complex productDeal with various industriesMUST HAVEBachelor’s degree or higherAt ease with softwareFluent in English + an APAC language (Thai, Vietnamese, Bahasa etc.)WHAT’S GREAT IN THE JOB?You'll get full responsibilities on your projectsYou will evolve quickly and learn a lotLarge apps scope: CRM, MRP, Accounting, Inventory, HR, Project Mgmt, etc...Direct coordination with developers for qualification and follow upsA dynamic, young and fun working environmentApplication Method We hire on a rolling basis. As Odoo is constantly growing and expanding, applications are accepted all year round. Interested students please send your CV directly to [email protected]"
45,Graduate Hire 2023/24 - Product Designer,OKX Hong Kong,"At OKX, we believe our future is reshaped with technology. Founded in 2017, OKX is one of the world’s leading cryptocurrency spot and derivatives exchanges.",29/02/2024,1559,"Who We AreAt OKX, we believe our future is reshaped with technology. Founded in 2017, OKX is one of the world’s leading cryptocurrency spot and derivatives exchanges. OKX innovatively adopted blockchain technology to reshape the financial ecosystem by offering some of the most diverse and sophisticated products, solutions, and trading tools on the market. Trusted by more than 20 million users in over 180 regions globally, OKX strives to provide an engaging platform that empowers every individual to explore the world of crypto. In addition to its world-class DeFi exchange, OKX serves its users with OKX Insights, a research arm that is at the cutting edge of the latest trends in the cryptocurrency industry. With its extensive range of crypto products and services, and unwavering commitment to innovation, OKX vision is a world of financial access backed by blockchain and the power of decentralized finance.We invest in our people as much as we invest in technology. We are united by our engaging culture, here we win as a team, embrace changes, and do the right thing. We are committed to creating a friendly, rewarding and diverse environment for OKers. It doesn’t matter where you come from, here everyone feels valued, respected and has the same opportunities to develop and thrive — we want to bring out the best in you.About OKX Graduate Program (Supernova)The Supernova Program is a 3-year career accelerator program that aims to fast-track young, high-performing graduates into technical experts and future leaders mainly in the fields of Product Engineering, Product Management, and Product Design. We firmly believe in the youthful power of the new era. Join us to achieve your narrative around crypto. As a graduate Product Designer, you will build and maintain the core OKX app with millions of daily active users. You will work cross-functionally with product management, and other engineering teams to identify customer needs, and ship high-quality new features through fast iterations. This is an opportunity to learn the full life cycle of crypto mobile applications including pro/retail trading, asset management, and wallet.What You’ll Be DoingUnderstand the user needs and business goals, transform general initiatives from executives into actionable product plans when generating new ideas and conceptsGenerate product roadmaps and secure consensus from stakeholders on scope and deliverable timelinesCreate wireframes, user journeys and user flows, to communicate interaction and design ideas effectively\Collaborate with product management and engineering to create and implement innovative solutionsEstablish and promote design systems and guidelines, best practices and standards in design systemWhat We Look For In YouBachelors in user experience design, interaction design or other design disciplines focusing on UI/UX designFamiliar with Scenario Based Design and Goal-Directed Design. Also prototyping tools such as Figma and SketchKnowledge of UX and design principles, and familiarity with user habits and aesthetic attitudes of international customersFluent in English, good communication, teamwork and eager to learnCandidates MUST submit a portfolio to showcase UI/UX past workNice to HavesRelevant internship experience, preferably with a renowned technology or fintech company.Highlights of Perks & BenefitsMarket Competitive total compensation packageComprehensive insurance coverage for employees and their dependantsMeal Allowance ProgramMore surprises to find out!Equal OpportunityOKX is committed to equal employment opportunity regardless of race, color, genetic information, religion, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, marital status, disability status, or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a need that requires accommodation, please let your recruiter know during your application process."
46,Graduate Hire 2023/24 - Blockchain Engineer,OKX Hong Kong,"At OKX, we believe our future is reshaped with technology. Founded in 2017, OKX is one of the world’s leading cryptocurrency spot and derivatives exchanges.",25/02/2024,0218,"Who We AreAt OKX, we believe our future is reshaped with technology. Founded in 2017, OKX is one of the world’s leading cryptocurrency spot and derivatives exchanges. OKX innovatively adopted blockchain technology to reshape the financial ecosystem by offering some of the most diverse and sophisticated products, solutions, and trading tools on the market. Trusted by more than 20 million users in over 180 regions globally, OKX strives to provide an engaging platform that empowers every individual to explore the world of crypto. In addition to its world-class DeFi exchange, OKX serves its users with OKX Insights, a research arm that is at the cutting edge of the latest trends in the cryptocurrency industry. With its extensive range of crypto products and services, and unwavering commitment to innovation, OKX vision is a world of financial access backed by blockchain and the power of decentralized finance.We invest in our people as much as we invest in technology. We are united by our engaging culture, here we win as a team, embrace changes, and do the right thing. We are committed to creating a friendly, rewarding and diverse environment for OKers. It doesn’t matter where you come from, here everyone feels valued, respected and has the same opportunities to develop and thrive — we want to bring out the best in you.About OKX Graduate Program (Supernova)The Supernova Program is a 3-year Career Accelerator Program that aims to fast-track young, high performing graduates into technical experts and future leaders mainly in the fields of Product Engineering, Product Management, and Product Design. We firmly believe in the youthful power of the new era. Join us to achieve your narrative around crypto. As a graduate Blockchain Engineer, you will have an exceptional opportunity to immerse yourself in the full spectrum of DeFi products and services. Your role will involve actively participating in the development and maintenance of our innovative platform, catering to a diverse range of users engaged in either Defi trading, smart contracts, ZKP, NFT, secure wallet solutions. By collaborating closely with our design, product, and engineering teams, you will contribute to identifying customer needs, crafting advanced features, and delivering seamless experiences through agile iterations. Join our dynamic team and be at the forefront of shaping the future of decentralized finance (DeFi) with hands-on involvement in a comprehensive suite of DeFi-related products.What You’ll Be DoingCollaborate with the team to complete the research and development of blockchain projects, e.g research on various Layer2 and rollup technologies/theories in fieldDevelop applied solutions for financial scenarios by combining blockchain including zero-knowledge proof technology, smart contracts etc.Responsible for case study, research, collection and collation of blockchain Defi projects, development, architecture designAnalyse, design and implementation of blockchain applications such as DAPP, Swap, OracleWork closely with Product, Design and Marketing teams to drive rapid innovation in cross-functional teams.What We Look For In YouBachelors in Cryptography, Mathematics, Computer Science, Information Technology, or related fields, or self-taught enthusiastsFamiliar with theoretical foundations, algorithms of zero-knowledge proofs. These include but are not limited to: zkSNARK, zkSTARK, plonk, Groth16, Halo2Understanding of zero-knowledge proof circuits using C++/rustProficient in Java or GO language, blockchain background, and have a certain understanding of Ethereum and other chainsStrong interest in blockchain technology, strong learning ability and understanding ability; Be creative and be able to identify technical gap and improve workflow efficiency, coverage and quality of our solutionNice to HavesSkilled in cryptographic algorithms such as homomorphic encryption, ring signatures, threshold signaturesUnderstand one or more mainstream DeFi projects: MakerDao, uniswap, compound, synthetix, etc.; or understand NFT, etc.Fluent in spoken and written English and MandarinHighlights of Perks & BenefitsMarket Competitive total compensation packageComprehensive insurance coverage for employees and their dependantsMeal Allowance ProgramMore surprises to find out!Equal OpportunityOKX is committed to equal employment opportunity regardless of race, color, genetic information, religion, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, marital status, disability status, or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a need that requires accommodation, please let your recruiter know during your application process."
47,Graduate Hire 2023/24 - Software Engineer,OKX Hong Kong,"At OKX, we believe our future is reshaped with technology. Founded in 2017, OKX is one of the world’s leading cryptocurrency spot and derivatives exchanges.",29/02/2024,1559,"Who We AreAt OKX, we believe our future is reshaped with technology. Founded in 2017, OKX is one of the world’s leading cryptocurrency spot and derivatives exchanges. OKX innovatively adopted blockchain technology to reshape the financial ecosystem by offering some of the most diverse and sophisticated products, solutions, and trading tools on the market. Trusted by more than 20 million users in over 180 regions globally, OKX strives to provide an engaging platform that empowers every individual to explore the world of crypto. In addition to its world-class DeFi exchange, OKX serves its users with OKX Insights, a research arm that is at the cutting edge of the latest trends in the cryptocurrency industry. With its extensive range of crypto products and services, and unwavering commitment to innovation, OKX vision is a world of financial access backed by blockchain and the power of decentralized finance.We invest in our people as much as we invest in technology. We are united by our engaging culture, here we win as a team, embrace changes, and do the right thing. We are committed to creating a friendly, rewarding and diverse environment for OKers. It doesn’t matter where you come from, here everyone feels valued, respected and has the same opportunities to develop and thrive — we want to bring out the best in you.About OKX Graduate Program (Supernova)The Supernova Program is a 3-year Career Accelerator Program that aims to fast-track young, high performing graduates into technical experts and future leaders mainly in the fields of Product Engineering, Product Management, and Product Design. We firmly believe in the youthful power of the new era. Join us to achieve your narrative around crypto. As a graduate Software Engineer, you will build and maintain the OKX platform with millions of daily active users. You will work cross-functionally with design, product, and other engineering teams to identify customer needs, and ship high-quality new features through fast iterations. This is an opportunity to learn the full life cycle of crypto platforms including pro/retail trading, asset management, and wallet.Hiring TeamsMobile: As a Mobile Engineer, you will build and maintain our core mobile app with millions of daily active users. You will have the opportunity to learn the full life cycle of a crypto mobile application including retail/pro trading, asset management, wallet and more.Frontend: As a Frontend Engineer, you will be working closely with the top-notch frontend development team on a wide variety of products - developing with performance in mind to serve a world class digital asset trading platform with millions of active users.Backend: As a Backend Engineer, you will focus on building our state-of-the-art Cefi/Defi/Quant platform to help our global customers buy and sell their digital assets seamlessly and flawlessly.SRE/Network & Info Security: As an SRE/Security Engineer, you will be working on a wide-spectrum of projects to manage the IT infrastructure for our global digital asset trading platform and office operations.What You’ll Be DoingBe part of the global engineering team to design and develop cutting-edge crypto-linked products on the platform. Deliver customized solutions with performance, scalability and continuous integration in mind while maintaining overall architecture consistency.Be a problem solver to build high availability, high performance distributed service. Strive for optimization and maximize user satisfaction in a time-critical manner.Partner closely with Design, Product and Marketing teams, drive rapid innovation by turning design ideas into quality features that scale to millions of users. Communicate effectively to peers, cross-functions and leadership on project deliverables.Stay on top of industry trends, and evaluate new solutions to address our unique and fast-growing business needs. Prototype ideas quickly using cutting edge technologies.Maintain high-quality technical documentation. Uphold technology best practices and code reviews with peers. Improve efficiency in cross-office/time zone collaboration.What We Look For In YouBachelors in Computer Science, Technology, Engineering, Mathematics, related technical disciplines, or self-taught enthusiastsPossess relevant tech stack skillset for the respective specialisation - Java/SpringBoot/SpringCloud, Microservice/API development, JavaScript, React/Angular/Vue, HTML5/CSS3, Kotlin/Objective-C/Swift, relational databases, data structures and algorithms, OS and network computers.Passionate about the latest technology. Curious to learn all aspects of trading products in financial and crypto markets, including spot, future, swap, options, and structured products.Analytical with positive problem-solving mindset, A pro-active team player that embodies a growth mindset, flexible and comfortable in navigating ambiguity with a global mindsetExperience in practicing automated testing and continuous integrationNice to HavesExperience in internship/ freelance projects, designed and developed micro-service programs, or capability for cross-browser development.Comfortable with the cloud-based Linux environment. Knowledgeable in multi-threading and distributed architecture. Understanding of mainstream messaging frameworks including Kafka. Or familiar with daily developing tools such as npm, gulp, webpack, git, etc.Interested in equipping themselves to be full-stack architects and open to rotate amongst specialisation. Curious and excited in crypto/ block chain industry.Highlights of Perks & BenefitsMarket Competitive total compensation packageComprehensive insurance coverage for employees and their dependantsMeal Allowance ProgramMore surprises to find out!Equal OpportunityOKX is committed to equal employment opportunity regardless of race, color, genetic information, religion, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, marital status, disability status, or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a need that requires accommodation, please let your recruiter know during your application process."
48,Business Development Executive (APAC),odoo,"We are looking for Business Development Executives to join our dynamic team of Direct Sales. You will be in charge of the full sales cycle, from contacting customers to closing deals. You will be in contact with different companies from different sectors everyday.",28/02/2024,1559,"We are looking for Business Development Executives to join our dynamic team of Direct Sales. You will be in charge of the full sales cycle, from contacting customers to closing deals. You will be in contact with different companies from different sectors everyday. You will learn a lot about how companies over a wide range of different industries operate. Your daily tasks are mainly done from our office in Sai Ying Pun.RESPONSIBILITIESIn charge of the full sales cycle (new customers)Qualifying potential clients, understanding the client’s business needsPitching the Management Software to SMEsProviding clients with a tailor-made demonstration of the softwareNegotiating with customers and closing salesEngaging with different companies from different sectorsMUST HAVEBachelor’s degree, or higherStrong software and new technology awarenessBilingual (English + an APAC language)Excellent communication skill, you like to negotiate and to achieve targets.Hunter attitudeNICE TO HAVELanguages: APAC languages (Bahasa, Vietnamese, Thai, Tagalog etc.)Immediate Availability1 - 3 years relevant experienceWHAT’S GREAT IN THE JOB?No cold calling, you'll get leads on a daily basis, allowing you to focus on value creationYou sell management software to directors of SMBs: interesting projects and peopleLearn a lot about different countries and different business sectorsInteresting, evolving product with a large application scope: CRM, Accounting, E-commerce, Inventory, HR, Project Management etc.Full control over the sales cycle. You'll be in direct contact with the customer from initial contact to closingHigh commissions for good performersApplication Method We hire on a rolling basis. As Odoo is constantly growing and expanding, applications are accepted all year round. Interested students please send your CV directly to [email protected]"
49,Graduate Hire 2023/24 - Content Designer,OKX Hong Kong,"At OKX, we believe our future is reshaped with technology. Founded in 2017, OKX is one of the world’s leading cryptocurrency spot and derivatives exchanges.",29/02/2024,1559,"Who We AreAt OKX, we believe our future is reshaped with technology. Founded in 2017, OKX is one of the world’s leading cryptocurrency spot and derivatives exchanges. OKX innovatively adopted blockchain technology to reshape the financial ecosystem by offering some of the most diverse and sophisticated products, solutions, and trading tools on the market. Trusted by more than 20 million users in over 180 regions globally, OKX strives to provide an engaging platform that empowers every individual to explore the world of crypto. In addition to its world-class DeFi exchange, OKX serves its users with OKX Insights, a research arm that is at the cutting edge of the latest trends in the cryptocurrency industry. With its extensive range of crypto products and services, and unwavering commitment to innovation, OKX vision is a world of financial access backed by blockchain and the power of decentralized finance.We invest in our people as much as we invest in technology. We are united by our engaging culture, here we win as a team, embrace changes, and do the right thing. We are committed to creating a friendly, rewarding and diverse environment for OKers. It doesn’t matter where you come from, here everyone feels valued, respected and has the same opportunities to develop and thrive — we want to bring out the best in you.About OKX Graduate Program (Supernova)The Supernova Program is a 3-year Career Accelerator Program that aims to fast-track young, high performing graduates into technical experts and future leaders mainly in the fields of Product Engineering, Product Management, and Product Design. We firmly believe in the youthful power of the new era. Join us to achieve your narrative around crypto. As a graduate Engineer, you will build and maintain the OKX platform with millions of daily active users. You will work cross-functionally with design, product, and other engineering teams to identify customer needs, and ship high-quality new features through fast iterations. This is an opportunity to learn the full life cycle of crypto platforms including pro/retail trading, asset management, and wallet.What You’ll Be DoingCreates user-centric copy for web and mobile applications. This includes partnering with product designers and information architects to create information flows and terminology within complex workflows from concept, wireframes, prototypes, to production.Partner with the product designers to create a cohesive cross-product experience including contributing to the product’s voice and tone style guide.Collaborate with the product team to identify opportunities where research can inspire, optimize, or evaluate the UI content; in the absence of research, use data and have an intuition for what will work well.Work closely with UI/UX designers, UX researchers, product managers, engineers to improve the Wish product.Drives clarity and consistency in tone, terminology, and supports a systematic approach for all in-product copy. Review existing product copy in an effort to constantly refine OKX user communications.What We Look For In YouBachelors or above in related disciplineEnglish Fluency in both speaking and professional writingGood communication, teamwork and eager to learnProven ability to adhere to specific conversational ""tones"" and to write about otherwise-serious topics in a fun, creative, and engaging wayBasic knowledge of UX and content development and strategyCandidates MUST submit writing samples to showcase content creation capabilityNice to HaveExperience in UI copywriting, technical writing, or UX/product design in content development and strategy, bonus if in high-tech industryHighlights of Perks & BenefitsMarket Competitive total compensation packageComprehensive insurance coverage for employees and their dependantsMeal Allowance ProgramMore surprises to find out!Equal OpportunityOKX is committed to equal employment opportunity regardless of race, color, genetic information, religion, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, marital status, disability status, or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a need that requires accommodation, please let your recruiter know during your application process."
50,Associate Consultant,Pure Search,"Our passion, clarity, know-how and commitment enable us to meet the needs of our clients and candidates. Like them, we are dedicated to what we do, working together openly and making the recruitment process efficient, effective and enjoyable.",28/02/2024,1559,"About Pure:Pure are experts in search and recruitment. We find the next leaders for businesses across the globe. Our passion, clarity, know-how and commitment enable us to meet the needs of our clients and candidates. Like them, we are dedicated to what we do, working together openly and making the recruitment process efficient, effective and enjoyable.We are results oriented, but most importantly we believe in developing and nurturing long term partnerships with our clients and relationships with our candidates.What do we do:The value of professional recruiters remains their ability to introduce talent to clients and advise candidates. What has changed is the underlying skills required to fulfil this remit. Outdated thinking and dusty recruitment strategies are still being applied in the market and are often over-engineered, slow and costly. We want to challenge this with dynamic, flexible, and agile solutions that deliver results at speed yet maintain consistency and quality. Being genuine specialists, we are able to focus on one market to give our clients access to great shortlists specific to the skills they need whilst also ensuring our candidates get an in depth, specific understanding of exactly what is happening in their market place.We treat our people like adults. We trust them. We offer flexibility and are progressive. We reward high performance toward the top of the market and offer growth opportunities for those that have earned them.Desired Skills and Experience:We are looking to grow our business and add additional headcount within our sales team. We want to hire people that can maintain, create, nurture and grow valuable candidate relationships from early stage to maturity and then move through the business via a clearly defined promotion path to being entrusted to interact with clients and ultimately further develop our client base.The key things we want to know about you areDo you want to develop into being trusted to hold accountability and ownership of a specified area of market?Will you constantly strive to facilitate a great experience with candidates and help source the best people for our clients?Through learning and development that will be provided, can you see yourself running recruitment process?We would like to offer confident graduates the opportunity to begin to develop a career in recruitment. We offer fantastic earning potential and a genuine sense of satisfaction by providing a high quality service that enables individuals to further their careers.If you feel you are a resilient, ambitious individual that is prepared to work hard and become great at what you do we would love to hear from you. Regardless of the degree you have studied, if you want to embark on a career that can offer high earning potential that correlates with you your hard work, we would love to hear from you. "
