,Job Title,Company,Job Brief,Deadline Date,Deadline Time,Job Description
22,Associate Business Programme 2024 - Finance,Capco,"Unique learning and development opportunities to build up your consulting, banking, and domain expertise. An experienced coach to support you by providing career advice and guidance throughout your career at Capco.",22/02/2024,1800,"The ProgrammeABOUT THE ASSOCIATE BUSINESS GRADUATE PROGRAMME (ABP).  Capco’s Associate Business Graduate Programme is the entry point into consulting with Capco and attracts individuals from a range of different backgrounds – from recent university graduates through to professionals with a desire to make a change in their career.  From day one as an Associate Business Consultant, you will start a two-week training program where you will be trained in courses such as Agile, Business Analysis, Design Thinking, and Project Management.   You will support in the development and delivery of market-changing and innovative solutions and strategies to our regional and global clients.   The Capco Associate Business Programme is designed to equip you with the skills and experience required to become our financial consulting leaders of tomorrow.   In addition, the programme will provide: Unique learning and development opportunities to build up your consulting, banking, and domain expertise. An experienced coach to support you by providing career advice and guidance throughout your career at Capco. A peer buddy from day one to help you settle in. Rotation across business areas to ensure that you gain insight across our various offerings. Fast career progression – we believe in rewarding success.Required Skills and AbilitiesWe are looking for individuals who are degree educated from any background or discipline who have an interest in financial services and are motivated to work in a fast-paced, challenging and project-based environment.   Previous professional experience is advantageous but not limited to those from within financial services.   We require strong verbal and written communication skills in both English and Cantonese (Mandarin is an advantage), matched with strong Microsoft Office knowledge.  Preferred Requirements: University degree – GPA 3.0 or a 2:1 equivalent and above. Proficiency in Microsoft Office – Word, Excel, and PowerPoint (Visio and Project an advantage). Fluency in English & Cantonese – written and spoken (Mandarin an advantage). Excellent communication skills. Self-starter, passionate about learning, and not afraid of a challenge.This is a Full-Time employment role for students graduating Summer 2024 or recent graduates. WHY JOIN CAPCO?  We are expanding our business rapidly across Asia. You will work on engaging projects with the largest international and local banks, insurance companies, payment service providers, and other actors within the industry – projects that will transform the financial services industry.   You will join a company that supports and encourages an entrepreneurial outlook and independent thinking.   Capco is not about organizational charts and layers – we operate with a little hierarchy because we want all employees to feel that Capco is their firm. We warmly value diversity and inclusion and embrace our collective uniqueness – our culture is a strong, fresh, and invigorating difference from our competitors.  We offer: A work culture focused on innovation and creating lasting value for our clients and employees. Ongoing learning opportunities to help you acquire new skills or deepen existing expertise in technical areas, as well as practical topics such as Business Development and Stakeholder Management. A flat, non-hierarchical structure that will enable you to work with senior management and directly with clients. The chance to learn from and grow with a diverse and international team from varied professional backgrounds and experiences.About Us:  Capco, a Wipro company, is a global technology and management consultancy specializing in driving digital transformation in the financial services industry. With a growing client portfolio comprising of over 100 global organizations, Capco operates at the intersection of business and technology by combining innovative thinking with unrivalled industry knowledge to deliver end-to-end data-driven solutions and fast-track digital initiatives for banking and payments, capital markets, wealth and asset management, insurance, and the energy sector. Capco’s cutting-edge ingenuity is brought to life through its Innovation Labs and award-winning be Yourself at Work culture and diverse talent.We are experts in Banking, Capital Markets, and Wealth and Asset Management. We are rapidly expanding our insurance sector capability. We specialize in Digital Transformation, Data Management & Data Analytics, Business & Finance Transformation engagements, and IT Transformation and Change programmes. We are committed to growing our business and hiring the best talent in the market. Our focus is on maintaining our agile and entrepreneurial culture. "
23,Process Automation Specialist - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Be a Part of Something BIG!Singtel Group IT team, deliver the right technologies and innovative capabilities. We ignite our digital future together as we deliver innovative technologies and capabilities in partnership with our business stakeholders, customers, our partners and each other. We want to deliver solutions that enable inspiration, education, optimism, and connections, allowing people to work smarter as they pioneer, entertain, learn, and dream.​ We are committed to celebrating inclusion and diversity and is a strong believer to upskill and nurture all individuals.Make an Impact byDesign and build automation solutions to improve service management processes to reduce manual effort and drive for greater efficiencyReview current IT service management processes and identify opportunities for automationDesign, build or enhance existing reports and dashboards to improve alerts monitoring and trend analysisDevelop reports and dashboard for improved trend analysis for incidents, problems, change, capacity, and availabilityWork with tools team on monitoring dashboards and alertingRequirements:A completed diploma from a reputable Polytechnic3 year or less work experienceCandidates with no work experience are also encourage to apply"
24,System Engineer - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Learn and apply industry best practices, tools, and processes to effectively support operations. Through guidance and hands-on experience, it will enable you to develop your skills and contribute to the smooth functioning of our operationsGain valuable hands-on experience by utilizing guided tools and techniques to troubleshoot and monitor the systems health. This will provide you with the opportunity to work with technologies, including Cloud computing, Active Directory, and Virtualization.Collaborate and coordinate with various technology teams, including network and security, in a dynamic and interactive environment.Collaborate with team members and follow provided guidance to develop, implement, and update documentation and user guides.Gain exposure to best practices frameworks for compute management, performance optimization, reporting, and business impact assessment for disaster recovery.Requirements:A completed diploma from a reputable Polytechnic"
25,"Engineer, Testing - Catalyst WSP",Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?The Engineer, Digital Testing will focus on improving internal testing processes, leadership and organisation of Testing teams across Digital Technology (DT), and be hands-on with both manual and automation software testing. The Senior Software Engineer will support a number of key web/mobile product initiatives through the full agile software development lifecycle.You’ll be assisting developers and other testers in automating complex testing scenarios utilising your skills and experience whilst also supporting the existing manual testing effort, suggesting appropriate tools that would best fit the solution, and identifying opportunities to automate and improve the company’s software quality.One of the main reasons for the existence of this role is to help optimise and automate currently manual backend processes, so experience in business process engineering and optimisation would serve the candidate well.You'll help design testing scenarios and test cases for web and mobile applications.You enjoy breaking things, have a natural curiosity and inquisitiveness.You’ll have worked in an agile environment, but also be pragmatic in your approach.You'll play a role in the promotion of a Test-First mindset in the development teams.You’ll have some programming (Java) experience. Not looking for a developer, but someone who is capable of writing Cucumber feature files and corresponding glue code (for example).You understand the ATDD/TDD cycle, and the importance of testing first, and practice it with the teams you are working with.You’ll share your knowledge and expertise with more junior members of the teams you are in.Job ResponsibilitiesThe key technical skills are based around Web and Mobile testing so experience in a similar environment is essential and any experience with Performance and/or Load testing is highly desirable.Design & implement tests for Web/Mobile applicationsEnsure acceptance tests meet acceptance criteria for your squadSupport manual testing effort of the team, with an eye to automationRaising issues & impediments as early as possibleFoster partnership with upstream and downstream teamsRequirementsA completed diploma from a reputable Polytechnic3 years or less work experienceTechnical / Professional SkillsWeb/UI/Mobile testingJSON, XMLJIRA/ConfluenceSQLHands-on developmentTesting ProcessTest-First (TDD/BDD/ATDD) methodologiesSpec by ExampleUI Testing experience"
26,WSP - 5G Product Associate - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Singtel Group Enterprise is the leading ICT solutions provider in Asia Pacific. For businesses, Singtel offers a complementary array of workforce mobility solutions, data hosting, cloud, network infrastructure, analytics and cyber-security capabilities. Creativity and innovation drive everything that we do. We constantly look for better ways of doing business, create distinctive solutions and develop compelling business models that deliver new value to our customers and ourselves.Job Responsibilities""As a Product Manager for Singtel 5G Orchestration Platform, you will be assisting and given the opportunities to take care of Singtel’s regional 5G software platform product lifecycle management from the Planning (Day 0) to Execution and Maintenance (Day 2). Singtel’s 5G orchestration platform manages operators’ 5G connectivity and edge computing/IaaS (Multi-Access Edge Compute). Key responsibilities include building and managing of Singtel’s Paragon feature roadmap management, pricing management of products, cost management and tracking of product cost, evaluating and management of technology vendors, managing, establish and support Go-To-Market motion, set up of billing and day 2 processes, and provide commercial support for business development teams on their market engagements.· There will be numerous opportunities where you will be exposed to working with both external and internal stakeholders such as managing external vendors / customers of Singtel, in making sure that the software products are successfully integrated into the existing processes. This can be done by gathering the requirements from Customers, Sales and support and driving ongoing prioritization of product investments.In addition, you will also be working with internal Product Engineering team in ensuring that roadmaps and deployment times are adhere to. Working with Sales and Business Development team to provide your insights and knowledge on the 5G orchestration platform.You will be tasked to conduct market demand assessment and forecast, manage product costs, and pricing for customer engagements.To ensure that you have successfully grasps the understanding of the Product lifecycles, you will be given the opportunity to drive roadmaps, positioning, feature requirements and delivery for the 5G software platform products. This includes developing use cases that demonstrates unique value proposition and benefits of our productsThere will also be regional opportunities for you to manage 5G software platform business by engaging our regional telcos, IaaS, PaaS / SaaS market businessRequirements:A completed diploma from a reputable Polytechnic3 years or less work experience"
27,Cloud & Systems Engineer- Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Singtel Group Enterprise is the leading ICT solutions provider in Asia Pacific. For businesses, Singtel offers a complementary array of workforce mobility solutions, data hosting, cloud, network infrastructure, analytics and cyber-security capabilities. Creativity and innovation drive everything that we do. We constantly look for better ways of doing business, create distinctive solutions and develop compelling business models that deliver new value to our customers and ourselvesJob ResponsibilitiesGain hands-on experience in deploying, managing, and operating Public Cloud platforms such as Amazon AWS, Microsoft AZURE, and Google GCP, as well as Singtel Private Cloud for our customers. You will learn how to provision and de-provision Cloud services/resources and deploy Cloud Infrastructure based on industry best practices.You will be introduced to SAN storage administration, working with leading providers like EMC, HP 3PAR, and Huawei. Additionally, you will learn about managing backup solutions such as Avamar, CommVault, and Veritas.Acquire knowledge and understanding of IT Service Management methodology used in Managed Service Management, including Change Management, Incident & Problem Management, Release Management, Asset Management, and Capacity & Availability Management.Learn how to monitor system health, troubleshoot root causes of issues, and implement corrective actions to improve performance and availability.We recognize the importance of security in the IT landscape. As part of our team, you will learn about security standards and best practices, ensuring the protection of our systems and data. You will also be involved in remediation efforts to address any identified security vulnerabilities, fostering a nurturing environment for your growth and preventing security breaches.Requirements:A completed diploma from a reputable Polytechnic"
28,IT PMO Specialist - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Who we are …We are the IT PMO team, a part of Group IT. We are a highly engaged team who ensures coordinated execution & value delivery of Group IT strategy, through the adoption of relevant technologies in our day-to-day work.We play a pivotal role inDriving Strategic Alignment & Benefit Realisation for IT scope of workEnsuring Quality and Value delivery to our business from IT implementationMonitoring, Improving and Optimising value delivery against strategyWhat we do ...We engage stakeholders across IT including Senior Leadership Team toDrive E2E demand & resource management through strategic prioritisationDrive strong execution via relentless project delivery cadences with tollgates.Perform Governance, QA & Continual Improvement to drive & sustain IT and digitalisation effortsIn this role, you will get to understand the specific goals of diverse business units and individual IT departments. You will be the interface between business units and IT, helping to grow our business through focused and quality IT delivery.What can you learn/develop ...We are looking for a highly efficient and motivated individual, with strong interpersonal and technical skills coupled with an attention to details. You will work in a fast-paced environment that encourages growth, collaboration and innovation.You will have endless opportunities to develop and hone your skillsets in multiple areas, not limited toStakeholder managementProject management including Agile deliveryData Analytics in demand, resource, and project-related data Inter-personal skills, e.g. communication, collaboration across various teams/squads  What you will do …Elaborate IT Demands with all impacted teams/squadsPrioritise elaborated Demands based on key drivers and resource availabilityMaintain Project Delivery Methodology (PDM) including Agile PlaybookMonitor and analyse Project delivery progress for delivery risk managementRequirements:· A completed diploma from a reputable PolytechnicAt least 1-3 years of work experienceCandidates with no work experience are also encouraged to applyEnjoy engaging various types and levels of stakeholdersPassion in Project delivery"
29,Network Analyst - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"At Singtel, we believe in the strength of a vibrant, diverse and inclusive workforce where backgrounds, perspectives and life experiences of our people help us innovate and create strong connections with our customers. We strive to ensure all our people practices are non-discriminatory and provide a fair, performance-based work culture that is diverse, inclusive and collaborative. Join us and experience what it’s like to be with an Employer of Choice*. Together, let’s create a brighter digital future for all. *Awarded at the HR Fest Awards 2020.Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?As an Network Analyst, you will get an opportunity to be part of a dynamic team providing enterprise-level assistance to our customers.Job Responsibilities:You will learn to provide assistance to our Enterprise clients on a wide range of technical issues, from providing quick answers to simple issues to more complex problems that require further diagnosis and troubleshooting/escalation.You will be guided to log issues and coordinate within internal teams to ensure proper resolutions to our customers.You are trained for Singtel’s most advanced technologies (e.g. 5G/internet of things) in real life applications at enterprise level.Requirements:A diploma in Information Technology or related field.3 year or less work experience."
30,Service Delivery Engineer - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Be front focal point of Enterprise telecommunication service activation team and managing end to end service enablement of Singtel telco prime products.In this department, you will learn about telecommunication service implementation and interact with various tier 1 local and global overseas service providers to activate telco services.You get a chance to immerse yourself with technology such as telco class core Ethernet, Gigawave, IPVPN, IPsec, BGP, MPLS VPNs on layer 2 and 3 on core telco equipment.Requirements:A completed diploma from a reputable Polytechnic.3 year or less work experience.Candidates with no work experience are also encourage to apply."
31,Associate Engineer - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge? Job Responsibilities: Answer SingTel IPVPN and MS support calls within the targeted Service Level Provide First Call Resolution (FCR) technical support to SingTel Enterprise  customers via phone and emailLog reported faults into ticketing systemProvide helpdesk support for general servicesProvide 1.5 indepth level troubleshooting for IPVPN  and MS ServicesManage proactive monitoring service within the targeted Service Level Provide timely updates to customers on the status of outstanding issues within targeted Service LevelManage customer’s fault enquires and provide quality assistance Manage incident ticket queue within target definedSupport team KPI to meet Time to RestoreManage coordination within inter-cross operational supports to ensure speedy fault resolution Provide escalation to relevant party on prolong outages. Manage email within the targeted Service LevelManage customer’s special requirements and processes Manage coordination within inter-cross operational supports to ensure speedy fault resolution Review and improve operational processes to enable operations staff to operate effectively. Requirements:A completed diploma from a reputable Polytechnic 
32,Senior Associate Engineer (Java Developer) - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Be a Part of Something BIG! Make an Impact byCode development, support, and maintenance for systems supporting customer order managementAnalyse functional requirements & translate specifications to program codes, conforming to program guidelines and programming best practicesDevelop unit test package, execute system and integration tests & document test results to ensure the quality of the program Assist and support integration testing, system testing, User Acceptance Test, and implementation activitiesParticipate in code reviewsInvestigate and fix the reported problems/bugs of the system to ensure the smooth execution of programs in the production environment  Prepare & maintain up-to-date system documentationRequirementsDiploma in Computer Science (or related) from a reputable Polytechnic (graduated within recent 3 years or 5 years if you serve NS)Only Singaporeans/Singapore PR is eligible for the Catalyst programAble to code in JavaYour Career Growth Starts Here. Apply Now!"
33,Associate Solutions Engineer - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?In Group IT, we create great technology that can change the future, and we're looking for people to be part of our digital and 5G journey. If you like to work in a dynamic, leading communications technology group to deliver innovations and excellence across the region, come join our digital, software engineering, data and cyber security teams!What you will do?Analyse business requirements and recommend innovative technology solutionsHelp analysis complex technology solutions that meet business requirements and drive innovationCollaborate with cross-functional teams to ensure successful implementation of solutionsStay up-to-date with the latest technologies and industry trends, and continuously evaluate and recommend new technologies to improve solutionsRequirementsDiploma in Computer Science, Information Systems, or a related fieldAbility to work effectively in a fast-paced and dynamic environmentStrong problem-solving skills and attention to detailCreativity and ability to think outside the boxUnderstanding of software architecture and design patterns.Knowledge of programming languages such as Python.Knowledge/Experience with web technologies such as HTML, CSS, JavaScript, and ReactJS.Familiarity with cloud computing platformsKnowledge of database technologies such as SQLUnderstanding of security concepts and experience implementing security measures in applications.Familiarity with Agile methodologies."
34,"Associate, IoT Product Specialist - Catalyst WSP",Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Singtel Group Enterprise is the leading ICT solutions provider in Asia Pacific. For businesses, Singtel offers a complementary array of workforce mobility solutions, data hosting, cloud, network infrastructure, analytics and cyber-security capabilities. Creativity and innovation drive everything that we do. We constantly look for better ways of doing business, create distinctive solutions and develop compelling business models that deliver new value to our customers and ourselves.Job ResponsibilitiesWork with Account Management teams and participate in the sales cycle on IoT opportunities in the capacity of Technical Pre-sales.Identify customer requirements and design solutions that best meet their needs in IOT solutionsWork closely with the Product Management team as part of fronting the RFP requirements from customers and also leading the response on proposals.Provide effective responses to tenders/ RFPs/ Proposals with solution design and technical clarifications.Deliver technical presentations of proposed solutions covering both technical and operational benefits to customers.Work closely with implementation and operations team on proposed design for successful delivery and implementation.Assist the Product Specialists in quotations, RFPs, other technical documentation.Requirements:A completed diploma from a reputable Polytechnic3 years or less work experience"
35,Data Engineer- Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Make an impact byWe are looking for a data engineer who loves solving complex problems across a full spectrum of technologies. The ideal candidate is someone who has experience in the following areas: programming, databases, SQLs.In our team, you will be participated in the big data processing engineering work. Help create data processing pipeline, maintain the existing job. Discuss with customer and under the data requirements.You will be part of our cloud journey, work on the cloud migration project.Skills for success:Diploma in computer engineering or computer science.3 year or less work experienceCandidates with no work experience are also encourage to apply "
36,Network Engineer- Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Learn and apply industry best practices, tools, and processes to effectively support operations. Through guidance and hands-on experience, it will enable you to develop your skills and contribute to the smooth functioning of our operationsLearn how to utilize guided tools to troubleshoot and monitor the network health. This will involve gaining exposure to various cutting-edge technologies, such as WiFi, firewalls, switches, LAN, and WAN connections.Collaborate and coordinate with various technology teams, including system and security, in a dynamic and interactive environment.Collaborate with team members and follow provided guidance to develop, implement, and update documentation and user guides.Gain exposure to best practices frameworks for compute management, performance optimization, reporting, security and threat management.Requirements:A completed diploma from a reputable Polytechnic.3 year or less work experience.Candidates with no work experience are also encourage to apply."
