Company Name,Job Title,Job Details
Amazon - Australia,Amazon Expression of Interest,"Amazon Expression of Interest for Students & Graduates in Australia and New Zealand
Amazon’s mission is to be Earth's most customer-centric company. Our actions, goals, projects, programs, and inventions begin and end with the customer top of mind. By working together on behalf of our customers, we are building the future one innovative product, service, and idea at a time.
Amazon is guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking. We are driven by the excitement of building technologies, inventing products, and providing services that change lives. We embrace new ways of doing things, make decisions quickly, and are not afraid to fail. We have the scope and capabilities of a large company, and the spirit and heart of a small one.
What unites all Amazonians (across teams and locations) is that we are all striving to delight our customers and make their lives easier—whoever that customer may be (e.g., consumers, business owners, content creators, employees, etc.). In pursuit of delighting customers, Amazonians have developed many products and services that have transformed the way our customers live their lives and run their businesses
You'll also hear us say that at Amazon, it's always ""Day 1."" What do we mean? That our approach remains the same as it was on Amazon's very first day - to make smart, fast decisions, stay nimble, invent, and focus on delighting our customers.
Why join us?
Amazon is an innovation company, where it's always ""Day 1"".
We live our 16 leadership principles every day and everything we do is framed by these principles. If you are looking to grow professionally at a fast pace, this is a great place to be!
You’re surrounded by innovation
Whether it’s delivering packages in under 24 hours, enabling entrepreneurs to grow their businesses with AWS, or creating great shows to binge watch on a Sunday afternoon, we know that delighting customers requires a lot of innovation.
Sometimes that innovation takes the form of small incremental improvements on existing processes, and sometimes it starts with a blank white board and a random idea.
Your growth is accelerated
Many people say that they learn more at Amazon in their first six months than they learned in the first two years at other companies. This is due to the scope, scale, speed, and impact of the projects that people are a part of, as well as the remarkable colleagues that they work with every day.
Amazonians are also encouraged to experiment with new possibilities, take risks, learn quickly, and manage constraints by looking for ways to accomplish more with less.
You have a voice here and are encouraged to use it
Put very simply, we want to hear what you have to say. Good ideas can’t lead to great products, services, or solutions if you don’t vocalize them. And we strongly believe that the best outcomes come from embracing a variety of perspectives, so at Amazon, we really embrace individual expression, show respect for different opinions, and work together to create a culture where each of us is able to contribute fully.
Our unique backgrounds and perspectives strengthen our ability to achieve Amazon’s mission of being Earth’s most customer-centric company.
The work is challenging
The scope and scale of what we do to delight customers is pretty challenging. It requires Amazonians to be resourceful and embrace a high degree of change and ambiguity, while still meeting the high standards that we set for ourselves. Building and delivering things that were never thought possible isn’t easy and Amazonians often find themselves trying to figure out the right path forward without a playbook to tell them what to do.
You’re empowered with a lot of ownership
One of the most common things we hear from Amazonians is that they love how much ownership and responsibility they have from the very beginning. The size and scope of what they work on is bigger than they expected coming in. The degree of ownership does differ from role to role, but Amazonians consistently report having much more ownership of their work here than at their previous employers.
Your experience and career development is in your hands
Amazonians are required to chart their own path by driving their own development, career, and future at Amazon. The possibilities you explore, opportunities you take advantage of, and the impact you have are driven by your own ideas, interests, and initiative. There is an endless number of career paths at Amazon, so your path can really be tailored to you, with the expectation that you are the one navigating the right path forward and utilizing all of the resources and people available to make."
Amazon - Australia,2024 Amazon Machine Learning Summer School,"Are you a student graduating in 2024, 2025 or 2026 and eager to learn more about Machine Learning at Amazon? Register now to be in with a chance to be considered for our 2024 Machine Learning Summer School in 2024!
What is Machine Learning (ML) Summer School?
Amazon ML Summer School is a program that aims to provide students the opportunity to gain Machine Learning (ML) skills which is the first step in  becoming ready to build a career in ML. This program is an intensive course based on key ML topics and is a great opportunity to learn from and interact with Scientists at Amazon (both in Australia and internationally) who have immense knowledge in their ML domain. 
Key takeaways:
• In-depth knowledge on key ML topics from Amazon Scientists
• Platform to interact with Scientists and learn about break-through innovation
• Opportunity to prepare for a career in ML

Registration Process
Head to https://amazonmlsummerschoolaustralia.splashthat.com to find out more then follow the link to register your interest. Sign up via the Mettle Community and complete your details. We'll then be in touch to advise you of next steps!"
Amazon - Australia,Pre-Registration Webinar | Machine Learning Summer School,"Are you a student graduating in 2024, 2025 or 2026 and eager to learn more about Machine Learning at Amazon? Join us on Friday 15th December at 12:00PM to find out how Machine Learning is applied at Amazon as well as further information about Amazon's first ever Machine Learning (ML) Summer School!
 What is Machine Learning (ML) Summer School?
Amazon  ML Summer School is a program that aims to provide students the  opportunity to gain Machine Learning (ML) skills which is the first step in becoming ready to build a career in ML. This program is an  intensive course based on key ML topics and is a great opportunity to  learn from and interact with Scientists at Amazon (both in Australia and  internationally) who have immense knowledge in their ML domain. 
Key takeaways:
• In-depth knowledge on key ML topics from Amazon Scientists
• Platform to interact with Scientists and learn about break-through innovation
• Opportunity to prepare for a career in ML

Date: Friday 15 December 2023
Time: 12:00PM - 1:00PM
Location: Online
Registration Link: https://attendee.gotowebinar.com/register/1348286464725316702?source=GradConnection
Or register now for Machine Learning Summer School here: https://xathon.mettl.com/workspace/AmazonANZ/event/amazonmlsummerschool2023"
Amazon - Australia,Amazon Expression of Interest,"Amazon Expression of Interest for Students & Graduates in Australia and New Zealand
Amazon’s mission is to be Earth's most customer-centric company. Our actions, goals, projects, programs, and inventions begin and end with the customer top of mind. By working together on behalf of our customers, we are building the future one innovative product, service, and idea at a time.
Amazon is guided by four principles: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking. We are driven by the excitement of building technologies, inventing products, and providing services that change lives. We embrace new ways of doing things, make decisions quickly, and are not afraid to fail. We have the scope and capabilities of a large company, and the spirit and heart of a small one.
What unites all Amazonians (across teams and locations) is that we are all striving to delight our customers and make their lives easier—whoever that customer may be (e.g., consumers, business owners, content creators, employees, etc.). In pursuit of delighting customers, Amazonians have developed many products and services that have transformed the way our customers live their lives and run their businesses
You'll also hear us say that at Amazon, it's always ""Day 1."" What do we mean? That our approach remains the same as it was on Amazon's very first day - to make smart, fast decisions, stay nimble, invent, and focus on delighting our customers.
Why join us?
Amazon is an innovation company, where it's always ""Day 1"".
We live our 16 leadership principles every day and everything we do is framed by these principles. If you are looking to grow professionally at a fast pace, this is a great place to be!
You’re surrounded by innovation
Whether it’s delivering packages in under 24 hours, enabling entrepreneurs to grow their businesses with AWS, or creating great shows to binge watch on a Sunday afternoon, we know that delighting customers requires a lot of innovation.
Sometimes that innovation takes the form of small incremental improvements on existing processes, and sometimes it starts with a blank white board and a random idea.
Your growth is accelerated
Many people say that they learn more at Amazon in their first six months than they learned in the first two years at other companies. This is due to the scope, scale, speed, and impact of the projects that people are a part of, as well as the remarkable colleagues that they work with every day.
Amazonians are also encouraged to experiment with new possibilities, take risks, learn quickly, and manage constraints by looking for ways to accomplish more with less.
You have a voice here and are encouraged to use it
Put very simply, we want to hear what you have to say. Good ideas can’t lead to great products, services, or solutions if you don’t vocalize them. And we strongly believe that the best outcomes come from embracing a variety of perspectives, so at Amazon, we really embrace individual expression, show respect for different opinions, and work together to create a culture where each of us is able to contribute fully.
Our unique backgrounds and perspectives strengthen our ability to achieve Amazon’s mission of being Earth’s most customer-centric company.
The work is challenging
The scope and scale of what we do to delight customers is pretty challenging. It requires Amazonians to be resourceful and embrace a high degree of change and ambiguity, while still meeting the high standards that we set for ourselves. Building and delivering things that were never thought possible isn’t easy and Amazonians often find themselves trying to figure out the right path forward without a playbook to tell them what to do.
You’re empowered with a lot of ownership
One of the most common things we hear from Amazonians is that they love how much ownership and responsibility they have from the very beginning. The size and scope of what they work on is bigger than they expected coming in. The degree of ownership does differ from role to role, but Amazonians consistently report having much more ownership of their work here than at their previous employers.
Your experience and career development is in your hands
Amazonians are required to chart their own path by driving their own development, career, and future at Amazon. The possibilities you explore, opportunities you take advantage of, and the impact you have are driven by your own ideas, interests, and initiative. There is an endless number of career paths at Amazon, so your path can really be tailored to you, with the expectation that you are the one navigating the right path forward and utilizing all of the resources and people available to make."
Amazon - Australia,2024 Graduate Brand Analyst,"Job summary
Located in Sydney, Amazon Strategic Vendor Services (AVS) team is  looking for results orientated, data driven Retail Brand Analysts to  join our fast-growing team. Our customer obsessed AVS team provides  exceptional service to strategic vendors and customers, focusing on  driving business growth and maximising their potential on Amazon. 

Key job responsibilities
As a Brand Analyst you will gain experience and a wide range of responsibilities, including;  
Utilising your strong analytical skills by providing detailed  analysis of business opportunities and inefficiencies; proposing changes  to operational processes; driving a high standard in customer  satisfaction; ensuring high-quality product pages; and making  recommendations for effective growth plans.
Owning and executing strategic joint business plans with our key  vendors gaining the opportunity to flex your consulting muscles and  gain experience in our complex global organisation. 
Collaborating and exploring innovative ways to identify and  execute new selection, marketing management, promotional strategies,  operational efficiencies and reporting analysis for your vendors. 
Working with varied stakeholders across AVS and wider Amazon  teams such as Vendor and Category Managers, Instock, Finance,  Operations, Marketing to drive best possible outcomes for your strategic  vendors and customers. 
Leading planning and performance sessions with your strategic vendors, and act as their main point of contact at Amazon. As a Brand Analyst you will gain experience and a wide range of responsibilities, including; 

 To achieve success in this role, you will possess:  
A natural appetite for learning and the ability to pick up new skills quickly
Strong analytical, relationship management and organizational skills
A focus on identifying problems and creating solutions! 
Exceptional communication skills and a proven track record of building positive working relationships. 
Drive to deliver results in an ambiguous environment, being  exceptionally detail orientated while looking around corners and  thinking bigger about how we create a compelling customer offer.

A day in the life
You will learn and use a wide range of skills working across major functional areas:
Vendor management: growing selection of products available to Amazon  customers, driving traffic and conversion initiatives, promotion planning, identifying and resolving vendor-related issues
In-stock management: inventory planning and sales forecasting, tracking purchase orders through to delivery, managing inventory sell-through, working with vendors on PO automation
Content management: improving product detail page content, developing and executing marketing and merchandising plans, improving customer experience onsite

Basic Qualifications
You must be in the final year of a university undergraduate or postgraduate degree or have completed your university studies within the past 24 months of applying. This is from the time you complete your  final unit or subject, not 24 months from your graduation date.
You must have Australian/New Zealand citizenship or Australian permanent residency at the time you submit your application.
Advantageous: Prior experience in Retail, Consulting or Finance, managing multiple stakeholders or working in data & analytics (Excel, SQL, Tableau) is beneficial.
Able to commence full-time on the graduate program either January or July 2024
Please note: The 2024 Graduate Brand Analyst positions commence January or July 2024 therefore you must have completed your studies prior to your start date to be eligible for the program
Please also note: Applications are reviewed  on a rolling basis. For an update on your status, or to confirm your  application was submitted successfully, please login to your candidate  portal. Please note that we are reviewing a high volume of applications  and appreciate your patience. 
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender  identity, sexual orientation, disability, age, or other legally protected attributes.
Acknowledgement of country: In the  spirit of reconciliation Amazon acknowledges the Traditional Custodians  of country throughout Australia and their connections to land, sea and community. We pay our respect to their elders past and present and  extend that respect to all Aboriginal and Torres Strait Islander peoples  today."
Amazon - Australia,2023 Graduate Brand Analyst,"Job summary
Located in Sydney, Amazon Strategic Vendor Services (AVS) team is  looking for results orientated, data driven Retail Brand Analysts to  join our fast-growing team. Our customer obsessed AVS team provides  exceptional service to strategic vendors and customers, focusing on  driving business growth and maximising their potential on Amazon. 

Key job responsibilities
As a Brand Analyst you will gain experience and a wide range of responsibilities, including;  
Utilising your strong analytical skills by providing detailed  analysis of business opportunities and inefficiencies; proposing changes  to operational processes; driving a high standard in customer  satisfaction; ensuring high-quality product pages; and making  recommendations for effective growth plans.
Owning and executing strategic joint business plans with our key  vendors gaining the opportunity to flex your consulting muscles and  gain experience in our complex global organisation. 
Collaborating and exploring innovative ways to identify and  execute new selection, marketing management, promotional strategies,  operational efficiencies and reporting analysis for your vendors. 
Working with varied stakeholders across AVS and wider Amazon  teams such as Vendor and Category Managers, Instock, Finance,  Operations, Marketing to drive best possible outcomes for your strategic  vendors and customers. 
Leading planning and performance sessions with your strategic vendors, and act as their main point of contact at Amazon. As a Brand Analyst you will gain experience and a wide range of responsibilities, including; 

 To achieve success in this role, you will possess:  
A natural appetite for learning and the ability to pick up new skills quickly
Strong analytical, relationship management and organizational skills
A focus on identifying problems and creating solutions! 
Exceptional communication skills and a proven track record of building positive working relationships. 
Drive to deliver results in an ambiguous environment, being  exceptionally detail orientated while looking around corners and  thinking bigger about how we create a compelling customer offer.

A day in the life
You will learn and use a wide range of skills working across major functional areas:
Vendor management: growing selection of products available to Amazon  customers, driving traffic and conversion initiatives, promotion planning, identifying and resolving vendor-related issues
In-stock management: inventory planning and sales forecasting, tracking purchase orders through to delivery, managing inventory sell-through, working with vendors on PO automation
Content management: improving product detail page content, developing and executing marketing and merchandising plans, improving customer experience onsite

Basic Qualifications
You must be in the final year of a university undergraduate or postgraduate degree or have completed your university studies within the past 24 months of applying. This is from the time you complete your  final unit or subject, not 24 months from your graduation date.
You must have Australian/New Zealand citizenship or Australian permanent residency at the time you submit your application.
Advantageous: Prior experience in Retail, Consulting or Finance, managing multiple stakeholders or working in data & analytics (Excel, SQL, Tableau) is beneficial.
Able to commence full-time on the graduate program from end July 2023
Please note: The 2023 Graduate Brand Analyst positions commence 31st July 2023 therefore you must have completed your studies prior to be eligible for the program
Please also note: Applications are reviewed  on a rolling basis. For an update on your status, or to confirm your  application was submitted successfully, please login to your candidate  portal. Please note that we are reviewing a high volume of applications  and appreciate your patience. 
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender  identity, sexual orientation, disability, age, or other legally protected attributes.

Acknowledgement of country:
In the  spirit of reconciliation Amazon acknowledges the Traditional Custodians  of country throughout Australia and their connections to land, sea and community. We pay our respect to their elders past and present and  extend that respect to all Aboriginal and Torres Strait Islander peoples  today."
Aurecon - Australia,Aurecon Graduate Program (Indigenous Australians),"Acknowledgement 
Aurecon acknowledges Indigenous Australians as the Traditional Owners of the lands, waters and communities on which it operates. We acknowledge the national importance of the continuation of cultural, spiritual and educational practices of Aboriginal and Torres Strait Islander peoples, for all Australians. 
We pay our respects to Elders past and present, and to all Aboriginal and Torres Strait Islander Aurecon employees, and peoples across the many communities in which we live, visit and work. 
Aurecon’s vision is for a reconciled Australia 
Aurecon’s vision is for a reconciled Australia, where Aboriginal and Torres Strait Islander peoples are respected, their success celebrated, cultures fully valued, and where social and economic opportunities between Indigenous and non-Indigenous Australians are equal. Aurecon drives progress of a reconciled Australia through the Reconciliation Action Plan (RAP). 
With the support of our RAP Leadership Team, Indigenous Australian Employee Network (as advisors) and RAP Working Group, we continue to identify where we can make the most meaningful contribution towards reconciliation within our communities and within Australia. 
Are you ready for the career adventure of your life?  
Whether you want to explore different career pathways or work on projects that help create a better future for people and the planet, our early career programmes are designed to guide you through this learning discovery and will provide an opportunity for you to bring your best self to work every day. 
As one of our new Graduates, you'll gain exposure to a wide array of experiences and pick up essential on-the-job tools and skills to help you advance onto the next stage of your career adventure. Opportunities are available across Australia especially in the following Business Units:  
Energy 
Industrial 
Transport 
Buildings  
Land Infrastructure 
Water 
Advisory 
Please click here to understand more about Aurecon teams in correspondence to disciplines 
Why launch your career with Aurecon?  
We take your career very seriously. Our early careers programmes have been carefully designed to provide the best experience for our graduates and interns to guide them along the way.  
Create your legacy and experience working on real-life projects at the forefront of innovation and sustainability. 
Harness and develop your skills through our engaging interactive learning experiences enabling you to develop critical skills that will help you to grow personally and professionally. 
Embrace our DEI culture where each person can celebrate their uniqueness and the communities to which they belong. You really can bring your whole self to work and be confident your voice will be heard. 
Access our Early Careers Professionals Network and mentors to learn more about our business, network with peers, innovate and explore diverse thinking to empower you in your role and Aurecon into the future. 
Explore future career pathways with up to 4 team rotations throughout our 2-year Graduate Program, allowing you to take control of your own early career journey. 
Gain feedback and support in an environment where open communication and regular feedback from Leaders, peers and mentors is shared so you can hone and improve your skills.  
Achieve work-life balance with our flexible and hybrid work set-up for enhanced productivity, effectiveness, and wellbeing. 
What are we looking for from you? 
First and foremost, you will be ready to make an impact. You’ll have, or will be graduating soon with a formal qualification in:  
Engineering, Architecture, Project/Construction Management, Science, IT, Economics, Business, Law, Sustainability, Arts, Journalism, Communication, Social Science or related double degree. 
Will have completed all studies and have the ability to work full time from February 2025.  
Passion for re-imagining engineering; changing the way we deliver carbon neutrality and championing sustainability.  
Ability to cultivate relationships with peers and clients to push forward the boundaries of what is possible. 
Enthusiasm and a thirst for continuous learning to help shape the future. 
Ready to bring ideas to life?  
For more information, please contact Roxann Parker, Indigenous Recruitment & Careers Manager, on mobile 0487 191 927 or email roxann.parker@aurecongroup.com"
Aurecon - Australia,Graduate Electrical Engineer,"Are you ready for the career adventure of your life?  
Whether you want to explore different career pathways or work on projects that help create a better future for people and the planet, our early career programmes are designed to guide you through this learning discovery and will provide an opportunity for you to bring your best self to work every day. 
As one of our new Electrical Engineering Graduates, you'll gain exposure to a wide array of experiences and pick up essential on-the-job tools and skills to help you advance onto the next stage of your career adventure. Opportunities are available across Australia especially in the following Business Units:  
Buildings 
Energy 
Industrial 
Transport   
Advisory 
Please click here to understand more about Aurecon teams in correspondence to disciplines. 
Why launch your career with Aurecon?  
We take your career very seriously. Our early careers programmes have been carefully designed to provide the best experience for our graduates and interns to guide them along the way.  
Create your legacy and experience working on real-life projects at the forefront of innovation and sustainability. 
Harness and develop your skills through our engaging interactive learning experiences enabling you to develop critical skills that will help you to grow personally and professionally. 
Embrace our DEI culture where each person can celebrate their uniqueness and the communities to which they belong. You really can bring your whole self to work and be confident your voice will be heard. 
Access our Early Careers Professionals Network and mentors to learn more about our business, network with peers, innovate and explore diverse thinking to empower you in your role and Aurecon into the future. 
Explore future career pathways with up to 4 team rotations throughout our 2-year Graduate Program, allowing you to take control of your own early career journey. 
Gain feedback and support in an environment where open communication and regular feedback from Leaders, peers and mentors is shared so you can hone and improve your skills.  
Achieve work-life balance with our flexible and hybrid work set-up for enhanced productivity, effectiveness, and wellbeing. 
What are we looking for from you? 
First and foremost, you will be ready to make an impact. You’ll have, or will be graduating soon with a formal qualification in:  
Electrical Engineering or related double degree. 
Will have completed all studies and have the ability to work full time from February 2025.  
Passion for re-imagining engineering; changing the way we deliver carbon neutrality and championing sustainability.  
Ability to cultivate relationships with peers and clients to push forward the boundaries of what is possible. 
Enthusiasm and a thirst for continuous learning to help shape the future. 
Think you know Aurecon? You may be surprised. 
Joining Aurecon means you’ll be part of an award-winning organisation.  
AFR BOSS 2023 Most Innovative Professional Services Company 
AFR Most Popular Engineering Graduate Employer (GradConnection’s Top 100 Awards) 
AFR’s Top 5 Sustainability Leaders 
Aurecon’s strength has always been our people. It’s our people who build our shared purpose and bring ideas to life. It’s our people who imagine and co-create with our clients a better future for people and the planet. Of course, you’ll probably know lots of our award-winning projects.  
Murdoch University’s Boola Katitjin in Western Australia? That was us.  
Tāmaki Regeneration in Auckland? That was us too.  
And the Tseung Kwan O Interchange in Hong Kong? You guessed it, us.  
So, when you join us, you’ll not only be joining an international design, engineering and advisory company but also a community working together to tackle some of the world’s most complex challenges. 
Ready to bring ideas to life?  
Then please apply. Remember, it’s you and how you bring ideas to life which are important. Your background, unique needs and individuality will be valued. Visit our website to learn more at www.aurecongroup.com"
Aurecon - Australia,Graduate Environmental Engineer,"Are you ready for the career adventure of your life?  
Whether you want to explore different career pathways or work on projects that help create a better future for people and the planet, our early career programmes are designed to guide you through this learning discovery and will provide an opportunity for you to bring your best self to work every day. 
As one of our new Environmental Engineer Graduates, you'll gain exposure to a wide array of experiences and pick up essential on-the-job tools and skills to help you advance onto the next stage of your career adventure. Opportunities are available across Australia especially in the following Business Units:  
Advisory – Environment and Planning, Sustainability Climate Change and Risk, Asset Management and Performance, Infrastructure Advisory, Program Advisory 
Please click here to understand more about Aurecon teams in correspondence to disciplines 
Why launch your career with Aurecon?  
We take your career very seriously. Our early careers programmes have been carefully designed to provide the best experience for our graduates and interns to guide them along the way.  
Create your legacy and experience working on real-life projects at the forefront of innovation and sustainability. 
Harness and develop your skills through our engaging interactive learning experiences enabling you to develop critical skills that will help you to grow personally and professionally. 
Embrace our DEI culture where each person can celebrate their uniqueness and the communities to which they belong. You really can bring your whole self to work and be confident your voice will be heard. 
Access our Early Careers Professionals Network and mentors to learn more about our business, network with peers, innovate and explore diverse thinking to empower you in your role and Aurecon into the future. 
Explore future career pathways with up to 4 team rotations throughout our 2-year Graduate Program, allowing you to take control of your own early career journey. 
Gain feedback and support in an environment where open communication and regular feedback from Leaders, peers and mentors is shared so you can hone and improve your skills.  
Achieve work-life balance with our flexible and hybrid work set-up for enhanced productivity, effectiveness, and wellbeing. 
What are we looking for from you? 
First and foremost, you will be ready to make an impact. You’ll have, or will be graduating soon with a formal qualification in:  
Environmental Engineering or related double degree. 
Will have completed all studies and have the ability to work full time from February 2025.  
Passion for re-imagining engineering; changing the way we deliver carbon neutrality and championing sustainability.  
Ability to cultivate relationships with peers and clients to push forward the boundaries of what is possible. 
Enthusiasm and a thirst for continuous learning to help shape the future. 
Think you know Aurecon? You may be surprised. 
Joining Aurecon means you’ll be part of an award-winning organisation.  
AFR BOSS 2023 Most Innovative Professional Services Company 
AFR Most Popular Engineering Graduate Employer (GradConnection’s Top 100 Awards) 
AFR’s Top 5 Sustainability Leaders 
Aurecon’s strength has always been our people. It’s our people who build our shared purpose and bring ideas to life. It’s our people who imagine and co-create with our clients a better future for people and the planet. Of course, you’ll probably know lots of our award-winning projects.  
Murdoch University’s Boola Katitjin in Western Australia? That was us.  
Tāmaki Regeneration in Auckland? That was us too.  
And the Tseung Kwan O Interchange in Hong Kong? You guessed it, us.  
So, when you join us, you’ll not only be joining an international design, engineering and advisory company but also a community working together to tackle some of the world’s most complex challenges. 
Ready to bring ideas to life?  
Then please apply. Remember, it’s you and how you bring ideas to life which are important. Your background, unique needs and individuality will be valued. Visit our website to learn more at www.aurecongroup.com"
Aurecon - Australia,Landscape Architecture & Urban Design Graduate,"Are you ready for the career adventure of your life?  
Whether you want to explore different career pathways or work on projects that help create a better future for people and the planet, our early career programmes are designed to guide you through this learning discovery and will provide an opportunity for you to bring your best self to work every day. 
As one of our new Landscape Architecture & Urban Design Graduates, you'll gain exposure to a wide array of experiences and pick up essential on-the-job tools and skills to help you advance onto the next stage of your career adventure. Opportunities are available across Australia especially in the following Business Units:  
Buildings 
Transport 
Advisory 
Please click here to understand more about Aurecon teams in correspondence to disciplines 
Why launch your career with Aurecon?  
We take your career very seriously. Our early careers programmes have been carefully designed to provide the best experience for our graduates and interns to guide them along the way.  
Create your legacy and experience working on real-life projects at the forefront of innovation and sustainability. 
Harness and develop your skills through our engaging interactive learning experiences enabling you to develop critical skills that will help you to grow personally and professionally. 
Embrace our DEI culture where each person can celebrate their uniqueness and the communities to which they belong. You really can bring your whole self to work and be confident your voice will be heard. 
Access our Early Careers Professionals Network and mentors to learn more about our business, network with peers, innovate and explore diverse thinking to empower you in your role and Aurecon into the future. 
Explore future career pathways with up to 4 team rotations throughout our 2-year Graduate Program, allowing you to take control of your own early career journey. 
Gain feedback and support in an environment where open communication and regular feedback from Leaders, peers and mentors is shared so you can hone and improve your skills.  
Achieve work-life balance with our flexible and hybrid work set-up for enhanced productivity, effectiveness, and wellbeing. 
What are we looking for from you? 
First and foremost, you will be ready to make an impact. You’ll have, or will be graduating soon with a formal qualification in:  
Architecture, Landscape Architecture, Urban Design, Town Planning or related double degree. 
Will have completed all studies and have the ability to work full time from February 2025.  
Passion for re-imagining engineering; changing the way we deliver carbon neutrality and championing sustainability.  
Ability to cultivate relationships with peers and clients to push forward the boundaries of what is possible. 
Enthusiasm and a thirst for continuous learning to help shape the future. 
Think you know Aurecon? You may be surprised. 
Joining Aurecon means you’ll be part of an award-winning organisation.  
AFR BOSS 2023 Most Innovative Professional Services Company 
AFR Most Popular Engineering Graduate Employer (GradConnection’s Top 100 Awards) 
AFR’s Top 5 Sustainability Leaders 
Aurecon’s strength has always been our people. It’s our people who build our shared purpose and bring ideas to life. It’s our people who imagine and co-create with our clients a better future for people and the planet. Of course, you’ll probably know lots of our award-winning projects.  
Murdoch University’s Boola Katitjin in Western Australia? That was us.  
Tāmaki Regeneration in Auckland? That was us too.  
And the Tseung Kwan O Interchange in Hong Kong? You guessed it, us.  
So, when you join us, you’ll not only be joining an international design, engineering and advisory company but also a community working together to tackle some of the world’s most complex challenges. 
Ready to bring ideas to life?  
Then please apply. Remember, it’s you and how you bring ideas to life which are important. Your background, unique needs and individuality will be valued. Visit our website to learn more at www.aurecongroup.com"
Aurecon - Australia,Graduate Mechanical Engineer,"Are you ready for the career adventure of your life?  
Whether you want to explore different career pathways or work on projects that help create a better future for people and the planet, our early career programmes are designed to guide you through this learning discovery and will provide an opportunity for you to bring your best self to work every day. 
As one of our new Mechanical Engineering Graduates, you'll gain exposure to a wide array of experiences and pick up essential on-the-job tools and skills to help you advance onto the next stage of your career adventure. Opportunities are available across Australia especially in the following Business Units:  
Buildings 
Energy 
Industrial  
Transport 
Water 
Land Infrastructure 
Advisory  
Please click here to understand more about Aurecon teams in correspondence to disciplines.
Why launch your career with Aurecon?  
We take your career very seriously. Our early careers programmes have been carefully designed to provide the best experience for our graduates and interns to guide them along the way.  
Create your legacy and experience working on real-life projects at the forefront of innovation and sustainability. 
Harness and develop your skills through our engaging interactive learning experiences enabling you to develop critical skills that will help you to grow personally and professionally. 
Embrace our DEI culture where each person can celebrate their uniqueness and the communities to which they belong. You really can bring your whole self to work and be confident your voice will be heard. 
Access our Early Careers Professionals Network and mentors to learn more about our business, network with peers, innovate and explore diverse thinking to empower you in your role and Aurecon into the future. 
Explore future career pathways with up to 4 team rotations throughout our 2-year Graduate Program, allowing you to take control of your own early career journey. 
Gain feedback and support in an environment where open communication and regular feedback from Leaders, peers and mentors is shared so you can hone and improve your skills.  
Achieve work-life balance with our flexible and hybrid work set-up for enhanced productivity, effectiveness, and wellbeing. 
What are we looking for from you? 
First and foremost, you will be ready to make an impact. You’ll have, or will be graduating soon with a formal qualification in:  
Mechanical Engineering or related double degree. 
Will have completed all studies and have the ability to work full time from February 2025.  
Passion for re-imagining engineering; changing the way we deliver carbon neutrality and championing sustainability.  
Ability to cultivate relationships with peers and clients to push forward the boundaries of what is possible. 
Enthusiasm and a thirst for continuous learning to help shape the future. 
Think you know Aurecon? You may be surprised. 
Joining Aurecon means you’ll be part of an award-winning organisation.  
AFR BOSS 2023 Most Innovative Professional Services Company 
AFR Most Popular Engineering Graduate Employer (GradConnection’s Top 100 Awards) 
AFR’s Top 5 Sustainability Leaders 
Aurecon’s strength has always been our people. It’s our people who build our shared purpose and bring ideas to life. It’s our people who imagine and co-create with our clients a better future for people and the planet. Of course, you’ll probably know lots of our award-winning projects.  
Murdoch University’s Boola Katitjin in Western Australia? That was us.  
Tāmaki Regeneration in Auckland? That was us too.  
And the Tseung Kwan O Interchange in Hong Kong? You guessed it, us.  
So, when you join us, you’ll not only be joining an international design, engineering and advisory company but also a community working together to tackle some of the world’s most complex challenges. 
Ready to bring ideas to life?  
Then please apply. Remember, it’s you and how you bring ideas to life which are important. Your background, unique needs and individuality will be valued. Visit our website to learn more at www.aurecongroup.com"
